กงต์, โอกูสต์	COMTE, AUGUSTE
สเปเชียลเอฟเฟกต์เมกอัป	SPECIAL EFFECT MAKE UP
สเป็ก	SPECK
สเฟียรอยด์	SPHEROID
สเมดลีย์	SMEDLEY
สเมล	SMALE
สเมลต์เซอร์	SMELTZER
สเมลลี	SMELLIE
สเมอร์นา	SMYRNA
สเมาต์	SMOUT
สเมเทิร์สต	SMETHURST
สเล	SLEIGH
สเลจ	SLEDGE
สเลด	SLADE
สเลต	SLATE
สเลน	SLEN
สเลนเดอร์	SLENDER
สเลย์	SLAY
สเลวิ้น	SLEVIN
สเลอรี	SLURRY
สเลอร์เวิ่นส์	SLAVENS
สเลเกิล	SLAGLE
สเลเซิก	SLEZAK
สเลเตอร์	SLATER
สเวต	SWETT
สเวตตินเฮิม	SWETTENHAM
สเวตเตอร์	SWEATER
สเวน	SWAIN
สเวนสัน	SVENSON
สเวม	SWEM
สเวย์ส	SWAYZE
สเวลล์	SWELL
สเวลส์	SWALES
สแกน	SCAN
สแกนดริต	SCANDRETT
สแกนดิเนเวีย	SCANDINAVIA
สแกนเดียม	SCANDIUM
สแกนเนอร์	SCANNER
สแกมปี	SCAMPI
สแกมเมิล	SCAMMELL
สแกรมเบิล	SCRAMBLE
สแกร็บเบิล	SCRABBLE
สแกร็ป	SCRAP
สแกลลอป	SCALLOP
สแก็กส์	SCAGGS
สแคนเนิล	SCANNELL
สแคนเลิน	SCANLAN
สแคบแลนด์	SCABLAND
สแคมเมิ่น	SCAMMON
สแครนเติน	SCRANTON
สแคลลี่	SCALLY
สแคลเตอร์	SCLATER
สแควร์รูต	SQUARE ROOT
สแคโพไลต์	SCAPOLITE
สแตช	STACH
สแตดเลอร์	STADLER
สแตตเลอร์	STATLER
สแตนจ์	STANGE
สแตนซิท	STENSETH
สแตนดาร์ด	STANDARD
สแตนดิช	STANDISH
สแตนดินส์	STANDINS
สแตนด์	STAND
สแตนด์ฟิลด์	STANDFIELD
สแตนด์ลีย์	STANDLEY
สแตนด์อิน	STAND-IN
สแตนด์อโลน	STAND-ALONE
สแตนนัส	STANNUS
สแตนบริจ	STANBRIDGE
สแตนบะระ	STANBOROUGH
สแตนฟอร์ด	STANFORD
สแตนลีย์	STANLEY
สแตนวิก	STANWYCK
สแตนวิกส์	STANWIX
สแตนวู๊ด	STANWOOD
สแตนส์	STANS
สแตนส์ฟิลด์	STANSFIELD
สแตนส์แบรี่	STANSBURY
สแตนิฟอร์ท	STANIFORTH
สแตนีเออร์	STANIER
สแตนเดิ่น	STANDEN
สแตนเวย์	STANWAY
สแตนเวล	STANWELL
สแตนแบรี่	STANBURY
สแตนโฮป	STANHOPE
สแตนไนต์	STANNITE
สแตปฟีเลีย	STAPELIA
สแตปลีย์	STAPLEY
สแตฟฟอร์ด	STAFFORD
สแตฟีโลค็อกคัส	STAPHYLOCOCCUS
สแตมบอ	STAMBAUGH
สแตมม์	STAMM
สแตมเมิร์ส	STAMMERS
สแตรง	STRANG
สแตรงเวย์ส	STRANGWAYS
สแตรดโบรก	STRADBROKE
สแตรตเติ้น	STRATTON
สแตรตเฟิร์ด	STRATFORD
สแตรทดี้	STRATHDEE
สแตรทสปี้	STRATHSPEY
สแตรทโคน่า	STRATHCONA
สแตรนด์	STRAND
สแตรสเซอร์	STRASSER
สแตรเติ้น	STRATON
สแตรเนอแฮน	STRANAHAN
สแตรโทพอส	STRATOPAUSE
สแตร็งก์ส	STRANKS
สแตร็ดลิ่ง	STRADLING
สแตร็สเบอร์เกอร์	STRASSBURGER
สแตร์	STAIR
สแตร์บ้า	STERBA
สแตร์ริต	STARRETT
สแตลเลิร์ด	STALLARD
สแตลโลนส์	STALLONES
สแตสต์นี่ย์	STASTNY
สแตสเซิ่น	STASSEN
สแตเงอร์	STANGER
สแตเชิล	STACHEL
สแตเติ้น	STATON
สแตเทิ่ม	STATHAM
สแตเนิร์ด	STANNARD
สแตเรอบิ้น	STAROBIN
สแต็ก	STAGG
สแต็กส์	STAGGS
สแต็กเกิร์ส	STAGGERS
สแต็กเนอร์	STAGNER
สแต็กโพล	STACKPOLE
สแต็ทไคลด์	STRATHCLYDE
สแต็ป	STAPP
สแต็มเพอร์	STAMPER
สแนกบาร์	SNACK BAR
สแนป	SNAP
สแนปบีน	SNAP BEAN
สแนปปี	SNAPPY
สแน็ก	SNACK
สแน็ป	SNAPP
สแน็ปเปอร์	SNAPPER
สแปง	SPANG
สแปงเกอเลอร์	SPANGLER
สแปท	SPATH
สแปน	SPANN
สแปนเยอร์	SPANIER
สแปนเยิล	SPANIOL
สแปฟเฟิร์ด	SPAFFORD
สแปม	SPAM
สแปมคิลเลอร์	SPAM KILLER
สแปรก	SPRAG
สแปรดลีย์	SPRADLEY
สแปรต	SPRAT
สแปรตลี	SPRATLY
สแปร็ก	SPRAGG
สแปร็ต	SPRATT
สแปร์	SPARE
สแปร์ริบ	SPARE RIB
สแปร์รี่	SPERRY
สแปร์โรว์	SPARROW
สแปเงินเบิร์ก	SPANGENBERG
สแป็กเมิ่น	SPACKMAN
สแป๊กน่า	SPAGNA
สแมลลีย์	SMALLEY
สแลก	SLAG
สแลง	SLANG
สแลช	SLASH
สแลตเตอรี่	SLATTERY
สแลปสติก	SLAPSTICK
สแลวิน	SLAVIN
สแลเติน	SLATON
สแล็ก	SLACK
สแล็กส์	SLACKS
สแล็ต	SLAT
สแล็บ	SLAB
สแวงก์	SWANK
สแวน	SVAHN
สแวริงเอิ้น	SWEARINGEN
สโกดา	SKODA
สโกป	SCOPE
สโกปิลอส	SKOPELOS
สโกฟิลด์	SCOFIELD
สโกล	SKOLE
สโกลนิก	SKOLNIK
สโกวิล	SCOVILLE
สโกเชีย	SCOTIA
สโกเปีย	SKOPJE
สโคปส์	SCOPES
สโคว์ครอฟต์	SCOWCROFT
สโตกส์	STROKES
สโตกเกอร์, บราม	STOKER, BRAM
สโตน	STONE
สโตน, ชารอน	STONE, SHARON
สโตนครอป	STONECROP
สโตนสตรีต	STONESTREET
สโตนีย์	STONEY
สโตนเมิน	STONEMAN
สโตนเฮฟเวิน	STONEHAVEN
สโตนเฮาส์	STONEHOUSE
สโตนแวร์	STONEWARE
สโตร	STROH
สโตรก	STROKE
สโตรด	STRODE
สโตรบ	STROBE
สโตรฟี	STROPHE
สโตรม	STROHM
สโตรมา	STROMA
สโตรเบิล	STROBEL
สโตรไมเออร์	STROHMEIER
สโตล	STOLL
สโตลต์	STOLT
สโตลต์สเฟิส	STOLTZFUS
สโตลส์	STOLZ
สโตลิปิน	STOLYPIN
สโตล์ก	STOLK
สโตวัล	STOVALL
สโตว์	STOWE
สโตเคิล	STOECKEL
สโตเติ้น	STOUGHTON
สโตเนอร์	STONER
สโตเลอร์	STOLLER
สโตเวอร์	STOVER
สโตเอิร์ส	STOWERS
สโต๊ก	STOKE
สโทแคสติก	STOCHASTIC
สโนว์	SNOW
สโนว์	SNOWE
สโนว์, ชาลส์ เพอร์ซี	SNOW, CHARLES PERCY
สโนว์ดรอป	SNOWDROP
สโนว์บอล	SNOWBALL
สโนเดิ้น	SNOWDON
สโปด	SPODE
สโปรต	SPROAT
สโปรล์ส	SPROLES
สโปรส	SPROSS
สโปโรซัว	SPOROZOA
สโมก	SMOAK
สโมกเคอร์	SMOKER
สโมลค่า	SMOLKA
สโลจิน	SLOE GIN
สโลต	SLOAT
สโลน	SLOAN
สโลน, จอห์น เฟรนซ์	SLOAN, JOHN FRENCH
สโลป	SLOPE
สโลวีน	SLOVENE
สโลว์	SLOW
สโลว์เวอร์	SLOVER
สโลว์โมชัน	SLOW MOTION
สโลเคิ่ม	SLOCUM
สโลเปอร์	SLOPER
สโลเมิ่น	SLOMAN
สโลเวเนีย	SLOVENIA
สโลแกน	SLOGAN
สไกเลอร์	SCHUYLER
สไครน์	SKRINE
สไครบิง	SCRIBING
สไคลส์	SKILES
สไควร์	SQUIRE
สไควเริร์ส	SQUIRES
สไควเออร์	SQUIER
สไตก์เมิ่น	STEIGMAN
สไตนิก	STEINIG
สไตน์	STEIN
สไตน์นั่ม	STEINEM
สไตน์นิ่งเออร์	STEININGER
สไตน์มั้น	STEINMAN
สไตน์ฮอฟ	STEINHOFF
สไตน์ฮาดต์	STEINHARDT
สไตน์ฮาร์ต	STEINHART
สไตน์เบก, จอห์น	STEINBECK, JOHN
สไตน์เบิร์ก	STEINBERG
สไตน์เฟลด์	STEINFELD
สไตน์เมตส์	STEINMETZ
สไตน์เวย์	STEINWAY
สไตน์เฮาส์	STEINHAUS
สไตน์ไมย์เออร์	STEINMEYER
สไตป	STIPE
สไตรค์	STRIKE
สไตรต์	STREIT
สไตรส์	STIRES
สไตรเคอร์	STRYKER
สไตรเดนต์	STRIDENT
สไตลส์	STILES
สไตลิสต์	STYLIST
สไตล์	STYLE
สไตล์ส	STYLES
สไตเกอร์	STEIGER
สไตเคอร์	STREICHER
สไตเคิ่น	STEICHEN
สไตเนิร์ต	STEINERT
สไตเฟลอร์	STIFLER
สไตเวอเซิ่นต์	STUYVESANT
สไตเวิร์ส	STIVERS
สไตเออร์	STIER
สไนเดอร์	SNIDER
สไปก์ส	SPIKES
สไปนัล	SPINAL
สไปนีล็อบสเตอร์	SPINY LOBSTER
สไปร	SPRY
สไปริลลัม	SPIRILLUM
สไปรูลินา	SPIRULINA
สไปส์	SPIES
สไปเคอร์	SPIKER
สไปเซอร์	SPICER
สไปเดอร์	SPIDER
สไปเดิล	SPEIDEL
สไปเออร์	SPIER
สไปเอิท	SPIETH
สไปเอิร์ส	SPIERS
สไปโรมิเตอร์	SPIROMETER
สไมท	SMYTHE
สไมลี่ย์	SMILEY
สไมล์ส	SMILES
สไล	SLIGH
สไลซ์	SLICE
สไลด์	SLIDE
สไลด์มัลติวิชั่น	SLIDE MULTI-VISION
สไลต์	SLEIGHT
สไลย์	SLY
สไลเดอร์	SLIDER
สไวต์เซอร์	SWEITZER
สไวปส์	SWIPES
สไวร์	SWIRE
สไวเอิร์ส	SWIERS
ส่าหรี	SARI
หยวน	YUAN
หยางไฉ่	YANG-TS'AI
หลุยส์	LOUISE
หลุย์ส, มอร์ริส	LOUIS, MORRIS
อกรีปป้า	AGRIPPA
อควิลีน่า	AQUILINA
อคอสต้า	ACOSTA
อคิน	AKIN
อคินส์	AKINS
อคิลลิส	ACHILLES
อจี้	AGY
อชันตา	AJANTA
อดอล์ฟ	ADOLF
อทีน่า	ATHENA
อนิโมนฟิช	ANEMONE FISH
อบินดรอท	ABENDROTH
อบิวส์	ABUSE
อพอลโล	APOLLO
อมาเลีย	AMALIA
อรีโก้	ARRIGO
อลอยส์	ALOIS
อลิง	ALLING
อลิเซีย	ALICIA
อลีน	ALENE
อลีโว	OLIVO
อลูมินัม	ALUMINUM
อวองการ์ด	AVANT-GARDE
ออกชัน	AUCTION
ออกซฟอร์ด	OXFORD
ออกซฟอร์ดเชียร์	OXFORDSHIRE
ออกซิก	OXIC
ออกซิซอลส์	OXISOLS
ออกซิน	AUXIN
ออกซิเดชัน-รีดักชัน	OXIDATION-REDUCTION
ออกซิแดนต์	OXIDANT
ออกซิไดซิงเอเจนท์	OXIDIZING AGENT
ออกซิไดท์	OXIDITE
ออกซี	OXY
ออกซีทาแลน	OXYTALAN
ออกซีฮีโมโกลบิน	OXYHAEMOGLOBIN
ออกซีเมทาโลน	OXYMETHALONE
ออกซ์ตัน	OXTON
ออกซ์เทล	OXTAIL
ออกตะฮีไดรต์	OCTAHEDRITE
ออกทานอล	OCTANOL
ออกลีย์	OCKLEY
ออกัสตัน	AUGUSTAN
ออกัสตา	AUGUSTA
ออกัสติน	AUGUSTINE
ออกัสเซนบอร์ก	AUGUSTENBORG
ออกีเออร์	AUGIER
ออกเคชัน	OCCASION
ออกเดน	OGDEN
ออกเทน	OCTANE
ออกเทฟ	OCTAVE
ออกโตรูน	OCTOROON
ออกโทปัส	OCTOPUS
ออกไซด์	OXIDE
ออคิ้น	ALLCHIN
ออคีฟ	OKEEFFE
อองตวน	ANTOINE
อองรี, ทีเยรี	HENRY, THIERRY
อองเดร	ANDRE
อองเดร, คาร์ล	ANDRE, CARL
อองแกน	ONCKEN
ออชินคลอส	AUCHINCLOSS
ออชิลทรี	OCHILTREE
ออชเชีย	OSHEA
ออซ	OZ
ออซซี	OZZIE
ออซาร์	OSAR
ออดริสคอล	ODRISCOLL
ออดรีย์	AUDREY
ออดรีแอน่า	ADRIANNA
ออดอลเบิร์ต	ADALBERT
ออดังก์	ADANK
ออดิต	AUDIT
ออดิโอซีดี	AUDIO-CD
ออตตาวา	OTTAVA
ออตติเงอร์	OTTINGER
ออตติ้ง	OTTING
ออตลีย์	OTTLEY
ออตเทรไลต์	OTTRELITE
ออตเมิ่น	OTTMANN
ออตเวย์	OTWAY
ออตเฮาส์	ALTHOUSE
ออตโตมัน	OTTOMAN
ออทรีย์	AUTREY
ออทัมน์	AUTUMN
ออทิซึม	AUTISM
ออทิสติก	AUTISTIC
ออทไฮเมอร์	OSTHEIMER
ออนจ์	ONGE
ออนซ์	OUNCE
ออนวิน	UNWIN
ออนสโล	ONSLOW
ออนอร่า	HONORA
ออนเดริส	ANDRAS
ออนเดอะร็อก	ON THE ROCKS
ออนแทรีโอ	ONTARIO
ออนไลน์	ONLINE
ออบซิเดียน	OBSIDIAN
ออบบลา	OBLA
ออบรีย์	AUBREY
ออบรีเชีย	AUBRETIA
ออบอยล์	OBOYLE
ออบิน	AUBYN
ออบเบอร์เมิ่น	OBERMAN
ออปชัน	OPTION
ออปติก	OPTIC
ออปเปอร์	OPPER
ออปเพนไฮเมอร์, เจ. รอเบิร์ต	OPPENHEIMER J., ROBERT
ออพติมิสต์	OPTIMIST
ออฟ	OFF
ออฟชอร์คลาส	OFFSHORE CLASS
ออฟบีต	OFFBEAT
ออฟฟิศ	OFFICE
ออฟฟิศออโตเมชั่น	OFFICE AUTOMATION
ออฟฟิสเซอร์	OFFICER
ออฟฟ่า	OFFA
ออฟลิน	OFLYNN
ออฟเซต	OFFSET
ออฟเนอร์	OFFNER
ออฟเฟอร์เมิน	OFFERMAN
ออฟเฟอลี่	OFFALY
ออฟเรกคอร์ด	OFF RECORD
ออฟไลน์	OFFLINE
ออมฟาไซต์	OMPHACITE
ออมเดอร์มัน	OMDURMAN
ออมเลตต์	OMELETTE
ออมโบรมิเตอร์	OMBROMETER
ออมไบ	OMBAI
ออม็อต	AMOTT
ออย	OYE
ออยล์	OIL
ออยสเตซี	EUSTASY
ออยสเตอร์	OYSTER
ออยเลอร์	EULER
ออย์เออร์	OYER
ออรอร์ก	ORORKE
ออรันสไตน์	ORENSTEIN
ออราสัน	ORISON
ออริก	AURIC
ออริกานัม	ORIGANUM
ออริกาโน	OREGANO
ออริจ	ORRIDGE
ออริจินัล	ORIGINAL
ออริจินัลซาวนด์แทร็ก	ORIGINAL SOUND TRACK
ออริน	ORIN
ออริฟิซ	ORIFICE
ออริล	ORIEL
ออริลีอิส	AURELIUS
ออริส	ORRIS
ออรีเลีย	AURELIA
ออรีโอล	ORIOLE
ออร์	OR
ออร์	ORE
ออร์กมอร์	ORGMORE
ออร์กาโนฟอสเฟต	ORGANOPHOSPHATES
ออร์กาโนฟิลิค	ORGANOPHYLLIC
ออร์คิด	ORCHID
ออร์ชาร์ด	ORCHARD
ออร์ซีนี้	ORSINI
ออร์ซ่า	ORSA
ออร์ด	ORD
ออร์ดิเนต	ORDINATE
ออร์ดเวย์	ORDWAY
ออร์ดแนนซ์	ORDNANCE
ออร์ดแนนซ์เซอร์เวย์	ORDNANCE SURVEY
ออร์ตัน	ORTON
ออร์ตเนอร์	ORTNER
