AACHEN	アーヘン
JINDRA	ジンドラ
JINNY	ジニイ
JIRI	イジー
JIRI	イージー
JIRI	ジリ
JIRINA	イリーナ
JO	ジョー
JOACHIM	ジョアキム
JOACHIM	ジョアシャン
JOACHIM	ジョワシャン
JOACHIM	ヨアキム
JOACHIM	ヨアヒム
JOACHIM	ヨーアヒム
JOAD	ジョード
JOAN	ジョアン
JOAN	ジョウン
JOAN	ジョオン
JOAN	ジョーン
JOAN	ホアン
JOANN	ジョアン
JOANNA	ジョアナ
JOANNA	ジョアンナ
JOANNE	ジョアン
JOANNE	ジョアンヌ
JOANNE	ジョーン
JOAQUIM	ジョアキム
JOAQUIN	ジョアキン
JOAQUIN	ホアキン
JOBE	ジョーブ
JOBERT	ジョベール
JOBIM	ジョビン
JOBIN	ジョバン
JOBS	ジョブス
JOBSON	ジョブソン
JOCELYN	ジョスリン
JOCELYN	ジョセリン
JOCELYN	ジョリスン
JOCHEN	ヨッヒェン
JOCHEN	ヨッヘン
JOCHEN	ヨヘン
JOCHIMS	ヨヒムス
JOCHUM	ヨッフム
JOCK	ジョック
JODELLE	ジョデル
JODIE	ジュディ
JODL	ヨードル
JOE	ジョー
JOEL	ジェール
JOEL	ジョエル
JOEL	フォート
JOEL	ヨーエル
JOELSON	ジェールソン
JOERES	イェレス
JOERGENSEN	イェルゲンセン
JOERGENSEN	ヨーゲンセン
JOEST	ヨースト
JOESTEN	イエステン
JOFFRE	ジョッフル
JOFFRE	ジョフリ
JOGUES	ジョーグ
JOHAN	ヨハン
JOHANES	ヨハネス
JOHANIDES	ヨハニデス
JOHANN	ヨハン
JOHANNA	ジョアナ
JOHANNA	ジョアンナ
JOHANNA	ジョハナ
JOHANNA	ヨハンナ
JOHANNES	ヨハネス
JOHANNES	ヨハンネス
JOHANNESBURG	ヨハネスバーグ
JOHANNESEN	ヨハネセン
JOHANNESSON	ヨハネッソン
JOHANNSEN	ヨハンセン
JOHANNSEN	ヨハンゼン
JOHANSEN	ヨハンセン
JOHANSEN	ヨハンゼン
JOHANSON	ジョハンソン
JOHANSON	ヨハンソン
JOHANSON	ヨーハンゾン
JOHANSSON	ヨハンソン
JOHN	ジャン
JOHN	ジョニー
JOHN	ジョン
JOHN	ジョーン
JOHN	ヨーン
JOHNE	ジョーン
JOHNE	ヨーネ
JOHNEN	ヨーネン
JOHNES	ジョーンズ
JOHNNIE	ジョニイ
JOHNNIE	ジョニー
JOHNNY	ジョニー
JOHNS	ジョーンズ
JOHNSON	ジョンスン
JOHNSON	ジョンソン
JOHNSON	ヨーンソン
JOHNSON	ヨーンゾン
JOHNSSON	ヨーンソン
JOHNSTON	ジョンストン
JOHNSTONE	ジョンストン
JOHNSTONE	ジョンストーン
JOHNSTOWN	ジョンズタウン
JOHST	ヨースト
JOINVILLE	ジョアンビル
JOKL	ヨーケル
JOLIET	ジョリエ
JOLIVET	ジョリベ
JOLLES	ヨレス
JOLLIET	ジョリエ
JOLLIFFE	ジョリフ
JOLLY	ジョリー
JOLLY	ジョーリー
JOLLY	ヨリー
JOLSON	ジョルソン
JOLY	ジョリー
JOMARD	ジョマール
JOMINI	ジョミニ
JOMMELLI	ヨメリ
JON	ジョン
JONAH	ヨナ
JONAS	ジョナス
JONAS	ヨナス
JONASSON	ヨナッソン
JONATHAN	ジョナサン
JONATHON	ジョナサン
JONES	ジョウンズ
JONES	ジョンズ
JONES	ジョーンス
JONES	ジョーンズ
JONESCU	ヨネスク
JONG	ジョング
JONG	ヨング
JONGE	ヨンゲ
JONGEN	ヨンゲン
JONGKIND	ヨンキント
JONI	ジョニ
JONI	ジョニー
JONNART	ジョナール
JONNY	ジョニー
JONSCHER	ジョンシャー
JONSON	ジョンソン
JONSSON	ヨンソン
JOOP	ヨープ
JOOS	ジョー
JOOSS	ヨース
JOOST	ヨースト
JORAN	ヨラン
JORDAENS	ヨルダーンス
JORDAIN	ジョーデイン
JORDAN	ジョダン
JORDAN	ジョルダン
JORDAN	ジョーダン
JORDAN	ヨルダン
JORDANA	ジョルダーナ
JORDEN	ジョーデン
JORGE	ジョルジェ
JORGE	ジョルジュ
JORGE	ジョージ
JORGE	ホルヘ
JORGENSEN	イエルゲンセン
JORGENSEN	ヨルゲンセン
JORIS	ヨリス
JORIS	ヨーリス
JORISSEN	ヨリッセン
JORY	ジョリー
JOSAPHAT	ヨザファト
JOSCELYN	ジョスリン
JOSE	ジョゼ
JOSE	ホセ
JOSEF	ジョセフ
JOSEF	ヨセフ
JOSEF	ヨゼフ
JOSEF	ヨーセフ
JOSEF	ヨーゼフ
JOSEFFY	ジョセフィ
JOSEL	ヨーゼル
JOSEP	ジュゼップ
JOSEPH	ジョセフ
JOSEPH	ジョゼフ
JOSEPH	ジョーゼフ
JOSEPH	ヨセフ
JOSEPH	ヨゼフ
JOSEPH	ヨーゼフ
JOSEPHINE	ジョセフィン
JOSEPHINE	ジョセフィーヌ
JOSEPHINE	ジョゼフィン
JOSEPHS	ジョセフ
JOSEPHSON	ジョセフソン
JOSEPHSON	ヨーセフソン
JOSEPHUS	ヨセフス
JOSH	ジョシュ
JOSHI	ジョシ
JOSHI	ジョシー
JOSHI	ヨシ
JOSHUA	ジョシュア
JOSIE	ジョシー
JOSLIN	ジョスリン
JOSPIN	ジョスパン
JOST	ヨースト
JOTUNI	ヨトゥニ
JOUBERT	ジュベール
JOUBIN	ジュバン
JOUFFROY	ジュフロア
JOUFFROY	ジュフロワ
JOUGUET	ジュゲ
JOUHANDEAU	ジュアンドー
JOUHAUD	ジュオー
JOUHAUX	ジュオー
JOUINEAU	ジュイノー
JOULE	ジュール
JOURDAIN	ジュールデン
JOURDAN	ジュールダン
JOURNET	ジュルネ
JOUVE	ジューブ
JOUVENEL	ジュブネル
JOUVENET	ジュブネ
JOUVET	ジューベ
JOWETT	ジャウエット
JOXE	ジョックス
JOY	ジョア
JOY	ジョイ
JOYANT	ジョワイヤン
JOYCE	ジョイス
JOYEUX	ジョワイユ
JOYNER	ジョイナー
JOYNER	ジョイネル
JOZE	ヨージェ
JOZEF	ヨゼフ
JOZSEF	ヨージェフ
JOZSEF	ヨーゼフ
JUAN	フアン
JUAN	フワン
JUAN	ホアン
JUCH	ユッフ
JUCHHEIM	ユーハイム
JUCKER	ユッカー
JUDAEA	ユダヤ
JUDAH	ジュダ
JUDAS	ユダ
JUDD	ジャッド
JUDD	ジャド
JUDE	ジュード
JUDEA	ユダヤ
JUDGE	ジャッジ
JUDITH	ジュディ
JUDITH	ジュディス
JUDITH	ユーディット
JUDSON	ジャドソン
JUDY	ジュディ
JUDY	ジュデイ
JUEL	ユエル
JUGLAR	ジュグラール
JUGNAUTH	ジュグノート
JUHL	ジュール
JUILLARD	ジュイヤール
JUIN	ジュアン
JUKES	ジュークス
JUKKA	ユッカ
JULE	ユーレ
JULES	ジュリース
JULES	ジュール
JULES	ジュールス
JULIA	ジュリア
JULIA	ユリア
JULIAN	ジュリアン
JULIANA	ユリアナ
JULIANUS	ユリアヌス
JULICH	ユーリッヒ
JULIE	ジュリー
JULIEN	ジュリアン
JULIENNE	ジュリアンヌ
JULIET	ジュリエット
JULIETA	ジュリエッタ
JULIETTE	ジュリエット
JULIO	フリオ
JULIO	フーリオ
JULIUS	ジュリアス
JULIUS	ユリウス
JULLIAN	ジュリアン
JULLIEN	ジュリアン
JUMA	ジュムア
JUMPER	ジャムパー
JUNE	ジューン
JUNEAU	ジュノー
JUNEJO	ジュネジョ
JUNG	ユンク
JUNG	ユング
JUNGBLUTH	ユングブルート
JUNGE	ユンゲ
JUNGHUHN	ユングフーン
JUNGIUS	ユンギウス
JUNGK	ユンク
JUNGLAS	ユングラス
JUNGMANN	ユングマン
JUNGNICKEL	ユングニッケル
JUNGWIRTH	ユンクビルト
JUNGWIRTH	ユングウィルト
JUNIUS	ユニウス
JUNKER	ユンカー
JUNKER	ユンケル
JUNKERS	ユンケルス
JUNOD	ジュノー
JUNOT	ジュノー
JUNQUEIRA	ジュンケイラ
JUNQUEIRO	ジュンケイロ
JUPP	ジャップ
JUPP	ジュップ
JURADO	フラド
JURAN	ジュラン
JURG	ジュルグ
JURGEN	ジャーゲン
JURGEN	ユルゲン
JURIEU	ジュリュー
JURKOVICH	ユルコービッチ
JUSSIEU	ジュシュー
JUSTE	ジュスト
JUSTI	ユスティ
JUSTICE	ジャスティス
JUSTIN	ジャスティン
JUSTINE	ジャスティン
JUSTINO	フスティーノ
JUSTO	フスト
JUSTUS	ジャスタス
JUSTUS	ユストゥス
JUSUF	ユスフ
JUTTE	ユッテ
JUXON	ジャクソン
KAART	カールト
KAAS	カース
KABAT	カバット
KABAT	カバト
KABISCH	カビッシュ
KABOS	コボシュ
KABUL	カブール
KACHALOV	カチャーロフ
KACHANOV	カチャノフ
KACHEL	カヘル
KACSO	カクソ
KADAM	カダム
KADES	ケーディス
KADESCH	ケイデッシュ
KADOMTSEV	カドムツェフ
KAELIN	ケラン
KAFKA	カフカ
KAFTAN	カフタン
KAGAN	カガン
KAGAN	カーガン
KAGAN	ケイガン
KAGANOVICH	カガノビッチ
KAGEN	カーゲン
KAHAN	カアン
KAHAN	カハン
KAHANA	カハナ
KAHIN	ケヒン
KAHL	カール
KAHLBAUM	カールバウム
KAHLE	カール
KAHLE	カーレ
KAHLER	カーラー
KAHLKE	カールケ
KAHLO	カーロ
KAHN	カーン
KAHNWEILER	カーンワイラー
KAHR	カール
KAI	カイ
KAIBEL	カイベル
KAILAS	カイラス
KAILASH	カイラシュ
KAIN	ケイン
KAINDL	カインドル
KAISER	カイザー
KAJ	カイ
KAJANUS	カヤーヌス
KAK	カク
KAKU	カク
KALABA	カラバ
KALAMAZOO	カラマズー
KALAN	カラン
KALAPANA	カラパナ
KALAS	カラス
KALAT	カラット
KALATOZOV	カラトーゾフ
KALB	カルプ
KALDOR	カルドア
KALDOR	カルドー
KALE	ケール
KALEDIN	カレージン
KALEF	カレフ
KALES	ケイルズ
KALEVI	カレビ
KALFF	カルフ
KALFON	カルフォン
KALIMANTAN	カリマンタン
KALININ	カリーニン
KALININA	カリーニナ
KALININGRAD	カリーニングラード
KALINKA	カリンカ
KALIS	カリス
KALISCH	カリッシュ
KALISH	カリシュ
KALKBRENNER	カルクブレンナー
KALKSTEIN	カルクスタイン
KALLAS	カッラス
KALLEN	カレン
KALLENBACH	カレンバハ
KALLER	カラー
KALLIO	カリオ
KALLIWODA	カリボダ
KALLMEYER	カルマイエル
KALMAN	カルマン
KALMAN	カーマン
KALMUS	カルムス
KALNBERZIN	カルンベルジン
KALNING	カルニング
KALNOKY	カールノキ
KALTENBORN	カルテンボーン
KALUP	カルプ
KALYAN	カリヤン
KAMAL	カマル
KAMBAN	カンバン
KAMEL	カメル
KAMEN	カメン
KAMEN	ケイメン
KAMEN	ケーメン
KAMENEV	カーメネフ
KAMENKA	カメンカ
KAMES	ケームズ
KAMIL	カミル
KAMIL	カーミル
KAMIN	カミン
KAMINSKI	カミンスキー
KAMINSKY	カミンスキー
KAMISESE	カミセセ
KAMM	カム
KAMMERER	カマーラー
KAMMERER	カンメラー
KAMPALA	カンパラ
KAMPELMAN	カンペルマン
KAMPEN	カンペン
KAMPER	カンパー
KAMPERS	カンパース
KAMPF	カンプ
KAMU	カム
KAMWANA	カムワナ
KAN	カン
KANDAHAR	カンダハル
KANDEL	カンデル
KANDEL	キャンデル
KANE	カーネー
KANE	ケイン
KANE	ケーン
KANGASNIEMI	カンガスニエミ
KANIA	カニア
KANIAK	カニアク
KANIN	ケニン
KANITZ	カーニッツ
KANIZSA	カニッツァ
KANJI	カンジ
KANN	カン
KANN	カンヌ
KANNER	カナー
KANPUR	カンプル
KANSAS	カンサス
KANT	カント
KANTE	カンテ
KANTER	カンター
KANTOR	カンター
KANTOR	カントール
KANTROWITZ	カントロウィッツ
KAO	カオ
KAPANLI	カパンルー
KAPELL	カペル
KAPFERER	カプフェレ
KAPITONOV	カピトノフ
KAPITSA	カピッツァ
KAPLAN	カプラン
KAPLAN	キャプラン
KAPLER	カプラー
KAPNIST	カプニスト
KAPOOR	カプール
KAPP	カップ
KAPPEL	カッペル
KAPPELER	カッペラー
KAPPUS	カップス
KAPTEYN	カプタイン
KARACHI	カラチ
KARAJAN	カラヤン
KARAKAS	カラカシュ
KARAKHAN	カラハン
KARAKOZOV	カラコーゾフ
KARAL	カラル
KARALIICHEV	カラリーチェフ
KARAMZIN	カラムジン
KARANJA	カランジャ
KARAS	カラス
KARASCH	カラシュ
KARASIK	カラシク
KARASLAVOV	カラースラボフ
KARAVELOV	カラベーロフ
KARDELJ	カルデリ
KARDON	カルドン
KAREL	カレル
KAREL	カーレル
KARELIA	カレリア
KAREN	カレン
KAREN	カーレン
KAREN	キャレン
KARI	カーリ
KARIM	カリム
KARIM	カリーム
KARIMI	カリミ
KARIN	カリン
KARIN	カーリン
KARINA	カリーナ
KARIUKI	カリウキ
KARIYAWASAM	カーリヤワサム
KARJALA	カージャラ
KARL	カール
KARLA	カーラ
KARLANDER	カーランダー
KARLEN	カーレン
KARLFELDT	カールフェルト
KARLGREN	カールグレン
KARLHEINZ	カールハインツ
KARLIN	カルラン
KARLIN	カーリン
KARLOFF	カーロフ
KARLOV	カルロフ
KARLSON	カールスン
KARLSON	カールソン
KARLSRUHE	カールスルーエ
KARMA	カルマ
KARMAL	カルマル
KARNAUKHOVA	カルナウホワ
KARNI	カルニ
KARO	カロ
KAROL	カロル
KARONIN	カローニン
KARP	カープ
KARPE	カルペ
KARPECHENKO	カルペチェンコ
KARPENKO	カルペンコ
KARPF	カープ
KARPOV	カルポフ
KARPOVICH	カルポビッチ
KARR	カー
KARR	カール
KARRER	カーラー
KARSAVINA	カルサビナ
KARSCH	カルシュ
KARSH	カーシュ
KARSTEDT	カールシュテット
KARSTEN	カルステン
KARTEN	カルテン
KARTNER	カートナー
KARU	カル
KARUBI	カルビー
KARUME	カルメ
KARVAS	カルバシュ
KASATKIN	カサトキン
KASATKIN	カサートキン
KASAVUBU	カサブブ
KASCHNITZ	カシュニッツ
KASER	カーザー
KASER	ケイザー
KASEY	ケイシー
KASHINATH	カシナート
KASHMIR	カシミール
KASKE	カスケ
KASPAR	カスパー
KASPER	カスパー
KASPROWICZ	カスプローウィチ
KASPRZYK	カスプジュイク
KASS	カシュ
KASSAK	カサック
KASSEM	カセム
KASSIAN	カシアン
KASSNER	カスナー
KASTIL	カースティル
KASTNER	カストナー
KASTNER	カスナー
KATARINA	カタリーナ
KATCHEN	カッチェン
KATE	ケイト
KATENIN	カテーニン
KATERINA	カテリーナ
KATES	ケーツ
KATHARINA	キャサリーナ
KATHARINE	キャサリン
KATHERINE	キャサリン
KATHLEEN	カトレーン
KATHLEEN	キャサリン
KATHLEEN	キャサリーン
KATHLEEN	キャスリン
KATHLEEN	キャスリーン
KATHMANDU	カトマンズ
KATHRYN	キャサリン
KATHRYN	キャスリン
KATHY	キャシイ
KATHY	キャシー
KATHY	キャッシィ
KATIE	ケイティ
KATIMS	ケーティムズ
KATIN	ケーティン
KATONA	カトナ
KATONA	カトーナ
KATS	カッツ
KATTE	カッテ
KATUSHEV	カルシェフ
KATZ	カッツ
KATZENBACH	カッツェンバック
KATZIN	カツィン
KATZIR	カツィール
KATZMAN	カッツマン
KAUDER	カウダー
KAUFFELD	カウフェルト
KAUFFER	クーファー
KAUFFER	コーファー
KAUFFMAN	カウフマン
KAUFFMANN	カウフマン
KAUFMAN	カウフマン
KAUFMAN	コーフマン
KAUFMANN	カウフマン
KAUFMANN	コフマン
KAUFMANN	コーフマン
KAUL	カウル
KAULBACH	カウルバッハ
KAULBACH	カウルバハ
KAUN	カウン
KAUNDA	カウンダ
KAUNITZ	カウニッツ
KAUSHIK	カウシィク
KAUTSKY	カウツキー
KAVAN	カバン
KAVANAGH	カバナー
KAVANAGH	キャバナー
KAVANAUGH	カバナフ
KAVELIN	カベーリン
KAVERIN	カベーリン
KAWAWA	カワワ
KAWECKA	カベツカ
KAWERAU	カーウェラウ
KAY	カイ
KAY	ケイ
KAY	ケー
KAYE	ケイ
KAYE	ケー
KAYIBANDA	カイバンダ
KAYSEN	ケイセン
KAYSER	カイザー
KAYSER	カイゼル
KAYSER	ケゼール
KAZAKHSTAN	カザフスタン
KAZAKOVA	カザコワ
KAZAN	カザン
KAZANTSEV	カザンツェフ
KAZI	カジ
KAZIMIERZ	カジミェシュ
KAZIMIERZ	カジミェジ
KAZIMIERZ	カジメジ
KAZIMIROV	カジミロフ
KAZIN	カージン
KAZIN	ケージン
KEAN	キーン
KEANE	キーン
KEARNEY	カーニイ
KEARNEY	カーニー
KEARNS	カーンズ
KEARNS	キーンス
KEARNY	ケアニー
KEARSLEY	カースリー
KEATING	キーティング
KEATON	キートン
KEATS	キーツ
KEBLE	キーブル
KEDRA	ケンドラ
KEE	キー
KEE	ケー
KEEGAN	キーガン
KEEL	キール
KEEL	ケール
KEELE	キール
KEELER	キーラー
KEELEY	キーリー
KEEN	キーン
KEENAN	キーナン
KEENE	キーン
KEENEY	キニー
KEENLEYSIDE	キンリーサイド
KEER	キール
KEES	キース
KEESING	キージング
KEESOM	ケーソム
KEETON	キートン
KEFAUVER	キーフォーバー
KEGEL	ケーゲル
KEHL	ケール
KEHLER	ケーラー
KEHR	ケーア
KEHR	ケール
KEIDEL	カイデル
KEIGHLEY	キーリー
KEIGHTLEY	カイトリー
KEIGHTLEY	キートリー
KEILBERTH	カイルベルト
KEILIN	ケーリン
KEILL	キール
KEIM	カイム
KEIM	ケイム
KEINHORST	カインホルスト
KEINO	ケイノ
KEISER	カイザー
KEISER	ケイサー
KEISLER	キースラー
KEITA	ケイタ
KEITH	キース
KEITH	ケイス
KEITH	ケイト
KEITH	ケネス
KEKKONEN	ケッコネン
KELEMEN	ケレメン
KELER	ケレル
KELL	ケル
KELLAWAY	ケラウェイ
KELLEHER	ケラハー
KELLER	ケラー
KELLER	ケールレル
KELLERMAN	ケラーマン
KELLERMANN	ケラーマン
KELLERMANN	ケレルマン
KELLEY	ケリー
KELLGREN	チェルグレン
KELLNER	ケルナー
KELLOGG	ケロッグ
KELLY	ケリィ
KELLY	ケリー
KELM	ケルム
KELMENDI	ケルメンディ
KELP	ケルプ
KELSEN	ケルゼン
KELSEY	ケルシー
KELTIE	ケルティ
KELTNER	ケルトナー
KELTON	ケルトン
KELTUYALA	ケルトゥヤーラ
KELVIN	ケルビン
KEM	ケム
KEMAL	ケマル
KEMBLE	ケンブル
KEMENY	ケメニー
KEMMERER	ケンメラー
KEMP	ケンプ
KEMPE	ケンペ
KEMPEN	ケンペン
KEMPENER	ケンペネル
KEMPENFELT	ケンペンフェルト
KEMPF	ケンフ
KEMPF	ケンプ
KEMPFF	ケンプ
KEMPIS	ケンピス
KEMPNY	ケンプニー
KEMPTON	ケンプトン
KEMSLEY	ケムズレー
KEMTER	ケムター
KEN	ケン
KENADID	ケナディッド
KENAN	ケナン
KENDAL	ケンダル
KENDALL	ケンダル
KENDALL	ケンドル
KENDALL	ケンドール
KENDREW	ケンドルー
KENDRICK	ケンドリック
KENEN	ケネン
KENILOREA	ケニロレア
KENISTON	ケニストン
KENNAN	ケナン
KENNAWAY	ケナウェイ
KENNEBEC	ケネベック
KENNEDY	ケネディ
KENNEDY	ケネディー
KENNELLY	ケネリー
KENNETH	ケニス
KENNETH	ケネス
KENNEY	ケニー
KENNY	ケニー
KENO	キーノー
KENOSHA	キノーシャ
KENRICK	ケンリック
KENSINGTON	ケンジントン
KENT	ケン
KENT	ケント
KENTNER	ケントナー
KENTON	ケントン
KENTUCKY	ケンタッキー
KENYA	ケニア
KENYATTA	ケニヤッタ
KENYON	ケニヨン
KEOLA	ケオラ
KEON	キオン
KEPLER	ケプラー
KEPLINGER	ケプリンガー
KEPNER	ケプナー
KEPPLER	ケップラー
KER	カー
KER	ケア
KERAVUORI	ケラブオリ
KERDONCUFF	ケルドンキュフ
KEREKOU	ケレク
KEREZOV	キーロゾフ
KERI	ケリ
KERMODE	カーモド
KERN	カーン
KERN	ケルン
KERNBERG	カーンバーグ
KERNELL	カーネル
KERNER	ケルナー
KERNS	カーンズ
KERR	カー
KERR	ケル
KERRIGAN	ケリガン
KERRUISH	ケルーアシュ
KERSCHBAUMER	ケルシュバウマー
KERSCHENSTEINER	ケルシェンシュタイナー
KERSH	カーシュ
KERSHAW	カーショー
KERSHNER	カーシュナー
KERST	カースト
KERST	ケルスト
KERSTEN	ケルステン
KERSTIN	シャスティン
KERTESZ	ケルテス
KERZHENTSEV	ケルジェンツェフ
KES	ケス
KESEY	キージ
KESHTMAND	ケシュトマンド
KESLER	キスラー
KESSEL	ケッセル
KESSELER	ケッセラー
KESSELRING	ケッセルリング
KESSELS	ケッセルス
KESSLER	ケスラー
KESTEN	ケステン
KESWICK	ケズウィック
KESZEI	ケセイ
KET	ケット
KETCH	ケッチ
KETCHAM	ケチャム
KETEL	ケーテル
KETSKHOVELI	ケツホベーリ
KETTLE	ケットル
KETTLE	ケトル
KETTLER	ケットラー
KEUN	コイン
KEUSSLER	コイスラー
KEUTGEN	コイトゲン
KEVIN	キービン
KEVIN	ケビン
KEY	キイ
KEY	キー
KEY	ケイ
KEYES	キイス
KEYES	キース
KEYES	キーズ
KEYNES	ケインズ
KEYNES	ケーンズ
KEYS	キーズ
KEYSER	カイザー
KEYSERLING	カイザーリング
KEYTE	キート
KHABAROV	ハバーロフ
KHABAROVSK	ハバロフスク
KHACHATUROV	ハチャトゥーロフ
KHACHATURYAN	ハチャトゥリアン
KHADEM	カデム
KHAI	カイ
KHAITOV	ハイトフ
KHALATBARY	ハラットバリー
KHALID	ハーリド
KHALIDI	ハリディ
KHALIL	ハリール
KHALTURIN	ハルトゥーリン
KHAMA	カーマ
KHAMENEI	ハメネイ
KHAN	カーン
KHAN	ハン
KHARCHEV	ハルチェフ
KHARKOV	カーコフ
KHARTOUM	ハルツーム
KHAYYAM	カイヤム
KHENKIN	ヘンキン
KHERASKOV	ヘラスコフ
KHESSIN	ヘッシン
KHINCHIN	ヒンチン
KHLESL	クレースル
KHLOPIN	フローピン
KHOKHLOV	ホフロフ
KHOMEINI	ホメイニ
KHORANA	コラナ
KHRENNIKOV	フレンニコフ
KHRISTORADNOV	フリストラドノフ
KHRUSHCHEV	フルシチョフ
KHUSHWANT	クシワント
KHVOSTOV	フボストーフ
KIBALCHICH	キバーリチチ
KIDD	キッド
KIDDER	キダー
KIEFER	キーファー
KIEFFER	キーファー
KIEL	キール
KIELHORN	キールホルン
KIELLAND	キエラン
KIELLAND	シェラン
KIELMEYER	キールマイアー
KIENIEWICZ	キェニェービチ
KIEPERT	キーペルト
KIER	キール
KIERAN	キーラン
KIERKEGAARD	キルケゴール
KIERNAN	キールナン
KIESER	キーザー
KIESEWETTER	キーゼベッター
KIESINGER	キージンガー
KIESLER	キースラー
KIEV	キエフ
KIGALI	キガリ
KILAUEA	キラウェア
KILBORNE	キルボーン
KILBURN	キルバン
KILBY	キルビ
KILBY	キルビー
KILDARE	キルデア
KILDUFF	キルダフ
KILENYI	キレニー
KILEY	カイリー
KILEY	キーリー
KILGORE	キルゴア
KILIAN	キリアン
KILKENNY	キルケニー
KILLANIN	キラニン
KILLEARN	キラーン
KILLEN	キレン
KILLIAN	キリアン
KILLIAN	キリアーン
KILLIGREW	キリグルー
KILLY	キリー
KILMARTIN	キルマーチン
KILMER	キルマー
KILPATRICK	キルパトリック
KILPINEN	キルピネン
KILWARDBY	キルウォードビー
KIM	キム
KIMBALL	キンブル
KIMBALL	キンボル
KIMBALL	キンボール
KIMBERLEY	キンバリ
KIMBERLEY	キンバリー
KIMBERLY	キンバリー
KIMBROUGH	キンブロー
KIMMEL	キンメル
KIMMINS	キミンズ
KINCAID	キンケイド
KINCAID	キンケード
KINCH	キンチ
KINCK	キンク
KIND	キント
KINDER	キンダー
KINDER	キンドル
KINDERMANN	キンダーマン
KINDLEBERGER	キンドルバーガー
